id,x,y,estimation,variance
142,183922.790326,5034261.418214,3.1004023857178487,5.464892590558375
143,183922.790326,5033761.418214,3.1004023857178487,5.464892590558375
144,183922.790326,5033261.418214,3.1004023857178487,5.464892590558375
145,183922.790326,5032761.418214,3.1004023857178487,5.464892590558375
146,183922.790326,5032261.418214,3.0996151365875515,5.464602212771566
147,183922.790326,5031761.418214,3.0784045309860506,5.456371484670476
148,183922.790326,5031261.418214,3.0320947462854235,5.435672406994047
149,183922.790326,5030761.418214,2.965991648939853,5.399641746837195
150,183922.790326,5030261.418214,2.8859621130380506,5.345814584928339
151,183922.790326,5029761.418214,2.800509346009065,5.275999643155558
152,183922.790326,5029261.418214,2.740245313820521,5.219100692183612
153,183922.790326,5028761.418214,2.7847495347130278,5.2617319053972755
154,183922.790326,5028261.418214,2.8693865595807644,5.3332686440646615
155,183922.790326,5027761.418214,2.9513107051632237,5.390604681238854
156,183922.790326,5027261.418214,3.0206144670199047,5.42996210791559
157,183922.790326,5026761.418214,3.0612122746218313,5.449316581962435
158,183922.790326,5026261.418214,3.052965787131982,5.443780213432345
159,183922.790326,5025761.418214,3.000395798478838,5.414098912886211
160,183922.790326,5025261.418214,2.929157301186623,5.365147003344218
161,183922.790326,5024761.418214,2.8465391642841307,5.295069823676999
162,183922.790326,5024261.418214,2.7573499413541835,5.2033791742724835
163,183922.790326,5023761.418214,2.7560767276068825,5.201949688232288
164,183922.790326,5023261.418214,2.8453161080727662,5.293925083300012
165,183922.790326,5022761.418214,2.928061490497544,5.364311040370058
166,184422.790326,5038761.418214,3.1004023857178487,5.464892590558375
167,184422.790326,5038261.418214,3.1004023857178487,5.464892590558375
168,184422.790326,5037761.418214,3.1004023857178487,5.464892590558375
169,184422.790326,5037261.418214,3.1004023857178487,5.464892590558375
170,184422.790326,5036761.418214,3.1004023857178487,5.464892590558375
171,184422.790326,5036261.418214,3.1004023857178487,5.464892590558375
172,184422.790326,5035761.418214,3.1004023857178487,5.464892590558375
173,184422.790326,5035261.418214,3.1004023857178487,5.464892590558375
174,184422.790326,5034761.418214,3.1004023857178487,5.464892590558375
175,184422.790326,5034261.418214,3.1004023857178487,5.464892590558375
176,184422.790326,5033761.418214,3.1004023857178487,5.464892590558375
177,184422.790326,5033261.418214,3.1004023857178487,5.464892590558375
